Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RaceName
0 days 01:27:01.939000,ANT,12,0 days 00:01:15.587000,19.0,1.0,,,0 days 00:00:21.707000,0 days 00:00:24.079000,0 days 00:00:29.801000,0 days 01:26:08.105000,0 days 01:26:32.184000,0 days 01:27:01.985000,241.0,287.0,286.0,330.0,False,SOFT,23.0,False,Mercedes,0 days 01:25:46.352000,2026-05-24 20:33:01.826,12,2.0,False,,False,True,Canadian Grand Prix
0 days 01:28:17.498000,ANT,12,0 days 00:01:15.559000,20.0,1.0,,,0 days 00:00:21.660000,0 days 00:00:24.084000,0 days 00:00:29.815000,0 days 01:27:23.645000,0 days 01:27:47.729000,0 days 01:28:17.544000,240.0,286.0,283.0,327.0,False,SOFT,24.0,False,Mercedes,0 days 01:27:01.939000,2026-05-24 20:34:17.413,1,2.0,False,,False,True,Canadian Grand Prix
0 days 01:29:32.937000,ANT,12,0 days 00:01:15.439000,21.0,1.0,,,0 days 00:00:21.580000,0 days 00:00:23.960000,0 days 00:00:29.899000,0 days 01:28:39.124000,0 days 01:29:03.084000,0 days 01:29:32.983000,240.0,288.0,300.0,339.0,False,SOFT,25.0,False,Mercedes,0 days 01:28:17.498000,2026-05-24 20:35:32.972,1,2.0,False,,False,True,Canadian Grand Prix
0 days 01:30:49.119000,ANT,12,0 days 00:01:16.182000,22.0,1.0,,,0 days 00:00:22.121000,0 days 00:00:24.233000,0 days 00:00:29.828000,0 days 01:29:55.104000,0 days 01:30:19.337000,0 days 01:30:49.165000,238.0,285.0,272.0,328.0,False,SOFT,26.0,False,Mercedes,0 days 01:29:32.937000,2026-05-24 20:36:48.411,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:32:04.532000,ANT,12,0 days 00:01:15.413000,23.0,1.0,,,0 days 00:00:21.467000,0 days 00:00:24.151000,0 days 00:00:29.795000,0 days 01:31:10.632000,0 days 01:31:34.783000,0 days 01:32:04.578000,238.0,278.0,285.0,327.0,False,SOFT,27.0,False,Mercedes,0 days 01:30:49.119000,2026-05-24 20:38:04.593,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:33:20.997000,ANT,12,0 days 00:01:16.465000,24.0,1.0,,,0 days 00:00:21.380000,0 days 00:00:24.250000,0 days 00:00:30.835000,0 days 01:32:25.958000,0 days 01:32:50.208000,0 days 01:33:21.043000,236.0,278.0,270.0,325.0,False,SOFT,28.0,False,Mercedes,0 days 01:32:04.532000,2026-05-24 20:39:20.006,1,1.0,True,TRACK LIMITS AT TURN 10 LAP 24 ,False,True,Canadian Grand Prix
0 days 01:34:39.540000,ANT,12,0 days 00:01:18.543000,25.0,1.0,,,0 days 00:00:22.432000,0 days 00:00:25.706000,0 days 00:00:30.405000,0 days 01:33:43.475000,0 days 01:34:09.181000,0 days 01:34:39.586000,234.0,278.0,274.0,325.0,False,SOFT,29.0,False,Mercedes,0 days 01:33:20.997000,2026-05-24 20:40:36.471,1,2.0,False,,False,True,Canadian Grand Prix
0 days 01:35:56.020000,ANT,12,0 days 00:01:16.480000,26.0,1.0,,,0 days 00:00:21.990000,0 days 00:00:24.427000,0 days 00:00:30.063000,0 days 01:35:01.576000,0 days 01:35:26.003000,0 days 01:35:56.066000,236.0,284.0,278.0,338.0,False,SOFT,30.0,False,Mercedes,0 days 01:34:39.540000,2026-05-24 20:41:55.014,1,2.0,False,,False,True,Canadian Grand Prix
0 days 01:37:11.991000,ANT,12,0 days 00:01:15.971000,27.0,1.0,,,0 days 00:00:21.874000,0 days 00:00:24.201000,0 days 00:00:29.896000,0 days 01:36:17.940000,0 days 01:36:42.141000,0 days 01:37:12.037000,235.0,283.0,289.0,335.0,False,SOFT,31.0,False,Mercedes,0 days 01:35:56.020000,2026-05-24 20:43:11.494,1,2.0,False,,False,True,Canadian Grand Prix
0 days 01:38:28.418000,ANT,12,0 days 00:01:16.427000,28.0,1.0,,,0 days 00:00:22.056000,0 days 00:00:24.401000,0 days 00:00:29.970000,0 days 01:37:34.093000,0 days 01:37:58.494000,0 days 01:38:28.464000,238.0,286.0,282.0,338.0,False,SOFT,32.0,False,Mercedes,0 days 01:37:11.991000,2026-05-24 20:44:27.465,1,2.0,False,,False,True,Canadian Grand Prix
0 days 01:39:44.170000,ANT,12,0 days 00:01:15.752000,29.0,1.0,,,0 days 00:00:22.017000,0 days 00:00:24.009000,0 days 00:00:29.726000,0 days 01:38:50.481000,0 days 01:39:14.490000,0 days 01:39:44.216000,235.0,285.0,281.0,338.0,False,SOFT,33.0,False,Mercedes,0 days 01:38:28.418000,2026-05-24 20:45:43.892,1,2.0,False,,False,True,Canadian Grand Prix
0 days 01:41:00.531000,ANT,12,0 days 00:01:16.361000,30.0,1.0,,,0 days 00:00:21.786000,0 days 00:00:24.587000,0 days 00:00:29.988000,0 days 01:40:06.002000,0 days 01:40:30.589000,0 days 01:41:00.577000,236.0,274.0,275.0,323.0,False,SOFT,34.0,False,Mercedes,0 days 01:39:44.170000,2026-05-24 20:46:59.644,12,1.0,False,,False,True,Canadian Grand Prix
0 days 01:42:59.770000,ANT,12,0 days 00:01:59.239000,31.0,1.0,,0 days 01:42:36.253000,0 days 00:00:26.854000,0 days 00:00:37.012000,0 days 00:00:55.373000,0 days 01:41:27.431000,0 days 01:42:04.443000,0 days 01:42:59.816000,169.0,140.0,,270.0,False,SOFT,35.0,False,Mercedes,0 days 01:41:00.531000,2026-05-24 20:48:16.005,26,1.0,False,,False,False,Canadian Grand Prix
0 days 01:44:40.871000,ANT,12,0 days 00:01:41.101000,32.0,2.0,0 days 01:43:01.314000,,0 days 00:00:28.986000,0 days 00:00:34.740000,0 days 00:00:37.375000,0 days 01:43:28.802000,0 days 01:44:03.542000,0 days 01:44:40.917000,173.0,208.0,289.0,240.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:42:59.770000,2026-05-24 20:50:15.244,671,1.0,False,,False,False,Canadian Grand Prix
0 days 01:46:00.136000,ANT,12,0 days 00:01:19.265000,33.0,2.0,,,0 days 00:00:22.882000,0 days 00:00:25.561000,0 days 00:00:30.822000,0 days 01:45:03.799000,0 days 01:45:29.360000,0 days 01:46:00.182000,239.0,266.0,268.0,294.0,False,MEDIUM,2.0,True,Mercedes,0 days 01:44:40.871000,2026-05-24 20:51:56.345,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:47:16.426000,ANT,12,0 days 00:01:16.290000,34.0,2.0,,,0 days 00:00:21.855000,0 days 00:00:24.269000,0 days 00:00:30.166000,0 days 01:46:22.037000,0 days 01:46:46.306000,0 days 01:47:16.472000,239.0,283.0,287.0,318.0,False,MEDIUM,3.0,True,Mercedes,0 days 01:46:00.136000,2026-05-24 20:53:15.610,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:48:32.527000,ANT,12,0 days 00:01:16.101000,35.0,2.0,,,0 days 00:00:21.607000,0 days 00:00:24.405000,0 days 00:00:30.089000,0 days 01:47:38.079000,0 days 01:48:02.484000,0 days 01:48:32.573000,241.0,283.0,282.0,308.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:47:16.426000,2026-05-24 20:54:31.900,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:49:48.235000,ANT,12,0 days 00:01:15.708000,36.0,2.0,,,0 days 00:00:21.535000,0 days 00:00:24.030000,0 days 00:00:30.143000,0 days 01:48:54.108000,0 days 01:49:18.138000,0 days 01:49:48.281000,238.0,280.0,280.0,300.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:48:32.527000,2026-05-24 20:55:48.001,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:51:03.701000,ANT,12,0 days 00:01:15.466000,37.0,2.0,,,0 days 00:00:21.359000,0 days 00:00:23.940000,0 days 00:00:30.167000,0 days 01:50:09.640000,0 days 01:50:33.580000,0 days 01:51:03.747000,240.0,281.0,281.0,303.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:49:48.235000,2026-05-24 20:57:03.709,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:52:18.936000,ANT,12,0 days 00:01:15.235000,38.0,2.0,,,0 days 00:00:21.321000,0 days 00:00:23.936000,0 days 00:00:29.978000,0 days 01:51:25.068000,0 days 01:51:49.004000,0 days 01:52:18.982000,241.0,282.0,280.0,306.0,True,MEDIUM,7.0,True,Mercedes,0 days 01:51:03.701000,2026-05-24 20:58:19.175,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:53:34.226000,ANT,12,0 days 00:01:15.290000,39.0,2.0,,,0 days 00:00:21.388000,0 days 00:00:24.021000,0 days 00:00:29.881000,0 days 01:52:40.370000,0 days 01:53:04.391000,0 days 01:53:34.272000,241.0,284.0,282.0,307.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:52:18.936000,2026-05-24 20:59:34.410,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:54:50.097000,ANT,12,0 days 00:01:15.871000,40.0,2.0,,,0 days 00:00:21.340000,0 days 00:00:24.012000,0 days 00:00:30.519000,0 days 01:53:55.612000,0 days 01:54:19.624000,0 days 01:54:50.143000,242.0,286.0,281.0,310.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:53:34.226000,2026-05-24 21:00:49.700,12,1.0,False,,False,True,Canadian Grand Prix
0 days 01:56:08.002000,ANT,12,0 days 00:01:17.905000,41.0,2.0,,,0 days 00:00:21.690000,0 days 00:00:25.939000,0 days 00:00:30.276000,0 days 01:55:11.833000,0 days 01:55:37.772000,0 days 01:56:08.048000,241.0,285.0,277.0,301.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:54:50.097000,2026-05-24 21:02:05.571,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:57:23.246000,ANT,12,0 days 00:01:15.244000,42.0,2.0,,,0 days 00:00:21.285000,0 days 00:00:23.963000,0 days 00:00:29.996000,0 days 01:56:29.333000,0 days 01:56:53.296000,0 days 01:57:23.292000,240.0,281.0,281.0,302.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:56:08.002000,2026-05-24 21:03:23.476,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:58:38.060000,ANT,12,0 days 00:01:14.814000,43.0,2.0,,,0 days 00:00:21.128000,0 days 00:00:23.801000,0 days 00:00:29.885000,0 days 01:57:44.420000,0 days 01:58:08.221000,0 days 01:58:38.106000,241.0,282.0,283.0,306.0,True,MEDIUM,12.0,True,Mercedes,0 days 01:57:23.246000,2026-05-24 21:04:38.720,1,1.0,False,,False,True,Canadian Grand Prix
0 days 01:59:53.239000,ANT,12,0 days 00:01:15.179000,44.0,2.0,,,0 days 00:00:21.308000,0 days 00:00:23.880000,0 days 00:00:29.991000,0 days 01:58:59.414000,0 days 01:59:23.294000,0 days 01:59:53.285000,241.0,286.0,286.0,309.0,False,MEDIUM,13.0,True,Mercedes,0 days 01:58:38.060000,2026-05-24 21:05:53.534,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:01:08.515000,ANT,12,0 days 00:01:15.276000,45.0,2.0,,,0 days 00:00:21.378000,0 days 00:00:23.961000,0 days 00:00:29.937000,0 days 02:00:14.663000,0 days 02:00:38.624000,0 days 02:01:08.561000,241.0,283.0,283.0,306.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:59:53.239000,2026-05-24 21:07:08.713,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:02:41.900000,ANT,12,0 days 00:01:33.385000,46.0,2.0,,,0 days 00:00:21.219000,0 days 00:00:32.216000,0 days 00:00:39.950000,0 days 02:01:29.780000,0 days 02:02:01.996000,0 days 02:02:41.946000,241.0,211.0,265.0,261.0,False,MEDIUM,15.0,True,Mercedes,0 days 02:01:08.515000,2026-05-24 21:08:23.989,167,1.0,False,,False,False,Canadian Grand Prix
0 days 02:03:57.777000,ANT,12,0 days 00:01:15.877000,47.0,2.0,,,0 days 00:00:21.840000,0 days 00:00:23.880000,0 days 00:00:30.157000,0 days 02:03:03.786000,0 days 02:03:27.666000,0 days 02:03:57.823000,240.0,282.0,278.0,301.0,False,MEDIUM,16.0,True,Mercedes,0 days 02:02:41.900000,2026-05-24 21:09:57.374,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:05:12.796000,ANT,12,0 days 00:01:15.019000,48.0,2.0,,,0 days 00:00:21.109000,0 days 00:00:23.688000,0 days 00:00:30.222000,0 days 02:04:18.932000,0 days 02:04:42.620000,0 days 02:05:12.842000,241.0,280.0,279.0,299.0,False,MEDIUM,17.0,True,Mercedes,0 days 02:03:57.777000,2026-05-24 21:11:13.251,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:06:27.731000,ANT,12,0 days 00:01:14.935000,49.0,2.0,,,0 days 00:00:21.120000,0 days 00:00:23.790000,0 days 00:00:30.025000,0 days 02:05:33.962000,0 days 02:05:57.752000,0 days 02:06:27.777000,240.0,281.0,277.0,299.0,False,MEDIUM,18.0,True,Mercedes,0 days 02:05:12.796000,2026-05-24 21:12:28.270,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:07:42.501000,ANT,12,0 days 00:01:14.770000,50.0,2.0,,,0 days 00:00:21.099000,0 days 00:00:23.646000,0 days 00:00:30.025000,0 days 02:06:48.876000,0 days 02:07:12.522000,0 days 02:07:42.547000,241.0,281.0,279.0,299.0,True,MEDIUM,19.0,True,Mercedes,0 days 02:06:27.731000,2026-05-24 21:13:43.205,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:08:57.105000,ANT,12,0 days 00:01:14.604000,51.0,2.0,,,0 days 00:00:21.101000,0 days 00:00:23.642000,0 days 00:00:29.861000,0 days 02:08:03.648000,0 days 02:08:27.290000,0 days 02:08:57.151000,241.0,282.0,282.0,309.0,True,MEDIUM,20.0,True,Mercedes,0 days 02:07:42.501000,2026-05-24 21:14:57.975,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:10:11.471000,ANT,12,0 days 00:01:14.366000,52.0,2.0,,,0 days 00:00:21.050000,0 days 00:00:23.653000,0 days 00:00:29.663000,0 days 02:09:18.201000,0 days 02:09:41.854000,0 days 02:10:11.517000,243.0,282.0,283.0,305.0,True,MEDIUM,21.0,True,Mercedes,0 days 02:08:57.105000,2026-05-24 21:16:12.579,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:11:57.827000,ANT,12,0 days 00:01:46.356000,53.0,2.0,,,0 days 00:00:30.277000,0 days 00:00:33.041000,0 days 00:00:43.038000,0 days 02:10:41.794000,0 days 02:11:14.835000,0 days 02:11:57.873000,179.0,210.0,234.0,239.0,False,MEDIUM,22.0,True,Mercedes,0 days 02:10:11.471000,2026-05-24 21:17:26.945,16,1.0,False,,False,False,Canadian Grand Prix
0 days 02:13:21.463000,ANT,12,0 days 00:01:23.636000,54.0,2.0,,,0 days 00:00:27.668000,0 days 00:00:25.392000,0 days 00:00:30.576000,0 days 02:12:25.541000,0 days 02:12:50.933000,0 days 02:13:21.509000,203.0,275.0,285.0,303.0,False,MEDIUM,23.0,True,Mercedes,0 days 02:11:57.827000,2026-05-24 21:19:13.301,671,1.0,False,,False,False,Canadian Grand Prix
0 days 02:14:36.850000,ANT,12,0 days 00:01:15.387000,55.0,2.0,,,0 days 00:00:21.477000,0 days 00:00:23.954000,0 days 00:00:29.956000,0 days 02:13:42.986000,0 days 02:14:06.940000,0 days 02:14:36.896000,241.0,283.0,283.0,305.0,False,MEDIUM,24.0,True,Mercedes,0 days 02:13:21.463000,2026-05-24 21:20:36.937,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:15:51.859000,ANT,12,0 days 00:01:15.009000,56.0,2.0,,,0 days 00:00:21.261000,0 days 00:00:24.022000,0 days 00:00:29.726000,0 days 02:14:58.157000,0 days 02:15:22.179000,0 days 02:15:51.905000,242.0,284.0,283.0,310.0,False,MEDIUM,25.0,True,Mercedes,0 days 02:14:36.850000,2026-05-24 21:21:52.324,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:17:06.768000,ANT,12,0 days 00:01:14.909000,57.0,2.0,,,0 days 00:00:21.203000,0 days 00:00:23.906000,0 days 00:00:29.800000,0 days 02:16:13.108000,0 days 02:16:37.014000,0 days 02:17:06.814000,241.0,282.0,278.0,304.0,False,MEDIUM,26.0,True,Mercedes,0 days 02:15:51.859000,2026-05-24 21:23:07.333,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:18:21.469000,ANT,12,0 days 00:01:14.701000,58.0,2.0,,,0 days 00:00:21.192000,0 days 00:00:23.678000,0 days 00:00:29.831000,0 days 02:17:28.006000,0 days 02:17:51.684000,0 days 02:18:21.515000,241.0,283.0,279.0,301.0,False,MEDIUM,27.0,True,Mercedes,0 days 02:17:06.768000,2026-05-24 21:24:22.242,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:19:36.259000,ANT,12,0 days 00:01:14.790000,59.0,2.0,,,0 days 00:00:21.055000,0 days 00:00:23.765000,0 days 00:00:29.970000,0 days 02:18:42.570000,0 days 02:19:06.335000,0 days 02:19:36.305000,242.0,283.0,281.0,304.0,False,MEDIUM,28.0,True,Mercedes,0 days 02:18:21.469000,2026-05-24 21:25:36.943,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:20:50.704000,ANT,12,0 days 00:01:14.445000,60.0,2.0,,,0 days 00:00:21.244000,0 days 00:00:23.692000,0 days 00:00:29.509000,0 days 02:19:57.549000,0 days 02:20:21.241000,0 days 02:20:50.750000,241.0,284.0,284.0,308.0,False,MEDIUM,29.0,True,Mercedes,0 days 02:19:36.259000,2026-05-24 21:26:51.733,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:22:05.044000,ANT,12,0 days 00:01:14.340000,61.0,2.0,,,0 days 00:00:21.105000,0 days 00:00:23.590000,0 days 00:00:29.645000,0 days 02:21:11.855000,0 days 02:21:35.445000,0 days 02:22:05.090000,243.0,287.0,258.0,317.0,True,MEDIUM,30.0,True,Mercedes,0 days 02:20:50.704000,2026-05-24 21:28:06.178,12,1.0,False,,False,True,Canadian Grand Prix
0 days 02:23:20.457000,ANT,12,0 days 00:01:15.413000,62.0,2.0,,,0 days 00:00:22.236000,0 days 00:00:23.657000,0 days 00:00:29.520000,0 days 02:22:27.326000,0 days 02:22:50.983000,0 days 02:23:20.503000,243.0,285.0,290.0,313.0,False,MEDIUM,31.0,True,Mercedes,0 days 02:22:05.044000,2026-05-24 21:29:20.518,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:24:35.183000,ANT,12,0 days 00:01:14.726000,63.0,2.0,,,0 days 00:00:21.230000,0 days 00:00:23.885000,0 days 00:00:29.611000,0 days 02:23:41.733000,0 days 02:24:05.618000,0 days 02:24:35.229000,243.0,283.0,282.0,309.0,False,MEDIUM,32.0,True,Mercedes,0 days 02:23:20.457000,2026-05-24 21:30:35.931,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:25:50.302000,ANT,12,0 days 00:01:15.119000,64.0,2.0,,,0 days 00:00:21.455000,0 days 00:00:23.821000,0 days 00:00:29.843000,0 days 02:24:56.684000,0 days 02:25:20.505000,0 days 02:25:50.348000,241.0,283.0,279.0,301.0,False,MEDIUM,33.0,True,Mercedes,0 days 02:24:35.183000,2026-05-24 21:31:50.657,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:27:05.071000,ANT,12,0 days 00:01:14.769000,65.0,2.0,,,0 days 00:00:21.101000,0 days 00:00:23.777000,0 days 00:00:29.891000,0 days 02:26:11.449000,0 days 02:26:35.226000,0 days 02:27:05.117000,241.0,282.0,280.0,301.0,False,MEDIUM,34.0,True,Mercedes,0 days 02:25:50.302000,2026-05-24 21:33:05.776,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:28:19.483000,ANT,12,0 days 00:01:14.412000,66.0,2.0,,,0 days 00:00:21.124000,0 days 00:00:23.791000,0 days 00:00:29.497000,0 days 02:27:26.241000,0 days 02:27:50.032000,0 days 02:28:19.529000,242.0,286.0,281.0,315.0,False,MEDIUM,35.0,True,Mercedes,0 days 02:27:05.071000,2026-05-24 21:34:20.545,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:29:34.092000,ANT,12,0 days 00:01:14.609000,67.0,2.0,,,0 days 00:00:21.123000,0 days 00:00:23.652000,0 days 00:00:29.834000,0 days 02:28:40.652000,0 days 02:29:04.304000,0 days 02:29:34.138000,241.0,282.0,280.0,301.0,False,MEDIUM,36.0,True,Mercedes,0 days 02:28:19.483000,2026-05-24 21:35:34.957,1,1.0,False,,False,True,Canadian Grand Prix
0 days 02:30:48.302000,ANT,12,0 days 00:01:14.210000,68.0,2.0,,,0 days 00:00:20.989000,0 days 00:00:23.638000,0 days 00:00:29.583000,0 days 02:29:55.127000,0 days 02:30:18.765000,0 days 02:30:48.348000,242.0,282.0,283.0,323.0,True,MEDIUM,37.0,True,Mercedes,0 days 02:29:34.092000,2026-05-24 21:36:49.566,1,1.0,False,,False,True,Canadian Grand Prix
0 days 00:56:47.542000,RUS,63,0 days 00:01:27.676000,1.0,1.0,,,,0 days 00:00:38.369000,0 days 00:00:21.245000,,0 days 00:56:26.419000,0 days 00:56:47.698000,161.0,177.0,259.0,265.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:55:19.645000,2026-06-07 13:03:11.904,12,5.0,False,,False,False,Monaco Grand Prix
0 days 00:58:07.568000,RUS,63,0 days 00:01:20.026000,2.0,1.0,,,0 days 00:00:21.335000,0 days 00:00:37.577000,0 days 00:00:21.114000,0 days 00:57:08.929000,0 days 00:57:46.506000,0 days 00:58:07.620000,174.0,180.0,253.0,269.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:56:47.542000,2026-06-07 13:04:39.801,1,5.0,False,,False,True,Monaco Grand Prix
0 days 00:59:25.979000,RUS,63,0 days 00:01:18.411000,3.0,1.0,,,0 days 00:00:20.825000,0 days 00:00:36.736000,0 days 00:00:20.850000,0 days 00:58:28.445000,0 days 00:59:05.181000,0 days 00:59:26.031000,191.0,181.0,255.0,266.0,True,MEDIUM,3.0,True,Mercedes,0 days 00:58:07.568000,2026-06-07 13:05:59.827,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:00:44.076000,RUS,63,0 days 00:01:18.097000,4.0,1.0,,,0 days 00:00:20.613000,0 days 00:00:36.817000,0 days 00:00:20.667000,0 days 00:59:46.644000,0 days 01:00:23.461000,0 days 01:00:44.128000,194.0,186.0,255.0,265.0,True,MEDIUM,4.0,True,Mercedes,0 days 00:59:25.979000,2026-06-07 13:07:18.238,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:02:01.674000,RUS,63,0 days 00:01:17.598000,5.0,1.0,,,0 days 00:00:20.597000,0 days 00:00:36.352000,0 days 00:00:20.649000,0 days 01:01:04.725000,0 days 01:01:41.077000,0 days 01:02:01.726000,197.0,184.0,255.0,267.0,True,MEDIUM,5.0,True,Mercedes,0 days 01:00:44.076000,2026-06-07 13:08:36.335,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:03:18.931000,RUS,63,0 days 00:01:17.257000,6.0,1.0,,,0 days 00:00:20.295000,0 days 00:00:36.399000,0 days 00:00:20.563000,0 days 01:02:22.021000,0 days 01:02:58.420000,0 days 01:03:18.983000,206.0,188.0,255.0,267.0,True,MEDIUM,6.0,True,Mercedes,0 days 01:02:01.674000,2026-06-07 13:09:53.933,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:04:36.086000,RUS,63,0 days 00:01:17.155000,7.0,1.0,,,0 days 00:00:20.351000,0 days 00:00:36.256000,0 days 00:00:20.548000,0 days 01:03:39.334000,0 days 01:04:15.590000,0 days 01:04:36.138000,194.0,191.0,255.0,269.0,True,MEDIUM,7.0,True,Mercedes,0 days 01:03:18.931000,2026-06-07 13:11:11.190,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:05:53.274000,RUS,63,0 days 00:01:17.188000,8.0,1.0,,,0 days 00:00:20.337000,0 days 00:00:36.240000,0 days 00:00:20.611000,0 days 01:04:56.475000,0 days 01:05:32.715000,0 days 01:05:53.326000,196.0,188.0,256.0,269.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:04:36.086000,2026-06-07 13:12:28.345,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:07:10.626000,RUS,63,0 days 00:01:17.352000,9.0,1.0,,,0 days 00:00:20.427000,0 days 00:00:36.280000,0 days 00:00:20.645000,0 days 01:06:13.753000,0 days 01:06:50.033000,0 days 01:07:10.678000,200.0,187.0,256.0,270.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:05:53.274000,2026-06-07 13:13:45.533,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:08:27.848000,RUS,63,0 days 00:01:17.222000,10.0,1.0,,,0 days 00:00:20.415000,0 days 00:00:36.229000,0 days 00:00:20.578000,0 days 01:07:31.093000,0 days 01:08:07.322000,0 days 01:08:27.900000,196.0,188.0,255.0,270.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:07:10.626000,2026-06-07 13:15:02.885,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:09:45.212000,RUS,63,0 days 00:01:17.364000,11.0,1.0,,,0 days 00:00:20.282000,0 days 00:00:36.356000,0 days 00:00:20.726000,0 days 01:08:48.182000,0 days 01:09:24.538000,0 days 01:09:45.264000,200.0,187.0,256.0,270.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:08:27.848000,2026-06-07 13:16:20.107,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:11:02.808000,RUS,63,0 days 00:01:17.596000,12.0,1.0,,,0 days 00:00:20.349000,0 days 00:00:36.395000,0 days 00:00:20.852000,0 days 01:10:05.613000,0 days 01:10:42.008000,0 days 01:11:02.860000,197.0,189.0,256.0,272.0,False,MEDIUM,12.0,True,Mercedes,0 days 01:09:45.212000,2026-06-07 13:17:37.471,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:12:20.699000,RUS,63,0 days 00:01:17.891000,13.0,1.0,,,0 days 00:00:20.491000,0 days 00:00:36.514000,0 days 00:00:20.886000,0 days 01:11:23.351000,0 days 01:11:59.865000,0 days 01:12:20.751000,194.0,183.0,262.0,271.0,False,MEDIUM,13.0,True,Mercedes,0 days 01:11:02.808000,2026-06-07 13:18:55.067,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:13:39.278000,RUS,63,0 days 00:01:18.579000,14.0,1.0,,,0 days 00:00:20.936000,0 days 00:00:36.822000,0 days 00:00:20.821000,0 days 01:12:41.687000,0 days 01:13:18.509000,0 days 01:13:39.330000,189.0,181.0,260.0,277.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:12:20.699000,2026-06-07 13:20:12.958,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:14:57.282000,RUS,63,0 days 00:01:18.004000,15.0,1.0,,,0 days 00:00:20.374000,0 days 00:00:36.610000,0 days 00:00:21.020000,0 days 01:13:59.704000,0 days 01:14:36.314000,0 days 01:14:57.334000,189.0,184.0,261.0,278.0,False,MEDIUM,15.0,True,Mercedes,0 days 01:13:39.278000,2026-06-07 13:21:31.537,1,5.0,False,,False,True,Monaco Grand Prix
0 days 01:16:15.750000,RUS,63,0 days 00:01:18.468000,16.0,1.0,,,0 days 00:00:20.658000,0 days 00:00:36.853000,0 days 00:00:20.957000,0 days 01:15:17.992000,0 days 01:15:54.845000,0 days 01:16:15.802000,194.0,187.0,261.0,278.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:14:57.282000,2026-06-07 13:22:49.541,1,5.0,False,,False,True,Monaco Grand Prix
